rxn_id,rxn_name,rxn_type,root_cause,detail,has_gpr,lb,ub,compartments,n_orphan_mets,n_deadend_mets,orphan_mets,deadend_mets,reaction_str
R1734,PE phospholipase B,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_en,0,0,,,m1594[C_en] + m1662[C_en] --> m1661[C_en] + m1663[C_en] + m24[C_en]
R1736,PS phospholipase B,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_en,0,0,,,m1594[C_en] + m1665[C_en] --> m1661[C_en] + m1666[C_en] + m24[C_en]
R1738,PI phospholipase B,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_en,0,0,,,m1594[C_en] + m1644[C_en] --> m1661[C_en] + m1668[C_en] + m24[C_en]
R1739,LPI phospholipase B,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_en,0,0,,,m1594[C_en] + m1668[C_en] --> m1614[C_en] + m1661[C_en] + m24[C_en]
R174,biotin synthase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m346[C_cy] + m347[C_cy] <=> 2.0 m10[C_cy] + m348[C_cy]
R1741,"PI 4,5-P2 phospholipase C",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_nu,0,0,,,m1672[C_nu] + m626[C_nu] --> m1673[C_nu] + m627[C_nu] + m661[C_nu]
R1743,PC phospholipase D,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_en,0,0,,,m1594[C_en] + m1659[C_en] --> m1186[C_en] + m1675[C_en] + m24[C_en]
R1782,"diglyceride transport, nucleus-cytoplasm",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_nu",0,0,,,m1673[C_nu] <=> m1670[C_cy]
R1794,"phosphatidylcholine transport, ER membrane-mitochondrial membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_em,C_mm",0,0,,,m1632[C_em] <=> m791[C_mm]
R1796,"phosphatidate transport, ER membrane-Golgi membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_em,C_gm",0,0,,,m378[C_em] <=> m1688[C_gm]
R18,"2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m59[C_mi] + m60[C_mi] --> m28[C_mi] + m61[C_mi] + m62[C_mi]
R1800,"phosphatidate transport, ER membrane-vacuolar membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_em,C_vm",0,0,,,m378[C_em] <=> m1686[C_vm]
R1808,"phosphatidyl-L-serine transport, ER membrane-cell envelope",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_em,C_en",0,0,,,m1631[C_em] <=> m1665[C_en]
R1809,"phosphatidate transport, cell envelope-ER membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_em,C_en",0,0,,,m1675[C_en] <=> m378[C_em]
R1842,phospholipase D,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_en,0,0,,,m1594[C_en] + m1659[C_en] --> m1186[C_en] + m1675[C_en] + m24[C_en]
R1861,decane transport e--c,transport,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1785[C_ex] <=> m1786[C_cy]
R1862,hexadecane transport e--c,transport,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1787[C_ex] <=> m1788[C_cy]
R1863,alkane oxidase (C10),metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m109[C_cy] + m10[C_cy] + m1786[C_cy] + m40[C_cy] <=> m1789[C_cy] + m32[C_cy] + m41[C_cy]
R1865,alkane oxidase (C12),metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m109[C_cy] + m10[C_cy] + m1791[C_cy] + m40[C_cy] <=> m1792[C_cy] + m32[C_cy] + m41[C_cy]
R1867,alkane oxidase (C16),metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m109[C_cy] + m10[C_cy] + m1788[C_cy] + m40[C_cy] <=> m1794[C_cy] + m32[C_cy] + m41[C_cy]
R1876,octadecenoate (n-C18:1) transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1799[C_ex] <=> m1801[C_cy]
R1880,"linoleoyl-CoA transport, cytoplasm-mitochondrial membrane",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mm",0,0,,,m1798[C_cy] <=> m1743[C_mm]
R1881,dodecane transport e--c,transport,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1802[C_ex] <=> m1791[C_cy]
R1885,long-chain aldehyde dehydrogenase (C10),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m122[C_cy] + m1790[C_cy] + m32[C_cy] --> m1220[C_cy] + m123[C_cy]
R1886,long-chain aldehyde dehydrogenase (C12),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m122[C_cy] + m1793[C_cy] + m32[C_cy] --> m1221[C_cy] + m123[C_cy]
R1887,long-chain aldehyde dehydrogenase (C16),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m1795[C_cy] + m32[C_cy] + m41[C_cy] --> m10[C_cy] + m1223[C_cy] + m40[C_cy]
R189,CAAX farnesyltransferase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m366[C_cy] + m367[C_cy] <=> m203[C_cy] + m368[C_cy]
R1891,"glycerol transport, mm - cy",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mm",0,0,,,m1652[C_mm] <=> m277[C_cy]
R1893,mannitol dehydrogenase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m1804[C_cy] + m41[C_cy] <=> m10[C_cy] + m40[C_cy] + m458[C_cy]
R1896,extracellular dibutyrin hydrolysis,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_ex,0,0,,,m1805[C_ex] + m214[C_ex] --> m1459[C_ex] + m1806[C_ex]
R1897,extracellular monobutyrate hydrolysis,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_ex,0,0,,,m1806[C_ex] + m214[C_ex] --> m1056[C_ex] + m1459[C_ex]
R19,2-hexaprenyl-6-methoxyphenol monooxygenase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m63[C_mi] + m64[C_mi] --> m26[C_mi] + m59[C_mi]
R1910,UDP-glucose:NAD+ 6-oxidoreductase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,2.0 m122[C_cy] + m32[C_cy] + m8[C_cy] <=> 3.0 m10[C_cy] + 2.0 m123[C_cy] + m1723[C_cy]
R1937,glutathione gamma-glutamylaminopeptidase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m32[C_cy] + m530[C_cy] <=> m50[C_cy] + m542[C_cy]
R1941,serine racemase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m441[C_cy] <=> m1811[C_cy]
R1946,ATP:D-glucosamine 6-phosphotransferase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m141[C_cy] + m1810[C_cy] --> m10[C_cy] + m143[C_cy] + m550[C_cy]
R1965,mannitol transport extracellular,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1804[C_cy] <=> m1824[C_ex]
R1969,3-methyl-2-oxopentanoate dehydrogenase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_mi,0,0,,,m27[C_mi] + m70[C_mi] + m73[C_mi] --> m1829[C_mi] + m30[C_mi] + m44[C_mi]
R198,ceramide-1 hydroxylase (24C),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_er,0,0,,,m102[C_er] + m103[C_er] + m386[C_er] + m387[C_er] --> m104[C_er] + m388[C_er] + m389[C_er]
R1982,2-Deoxy-D-Ribose transport,transport,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m472[C_cy] <=> m1837[C_ex]
R199,ceramide-1 hydroxylase (24C),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_er,0,0,,,m102[C_er] + m103[C_er] + m386[C_er] + m387[C_er] --> m104[C_er] + m389[C_er] + m390[C_er]
R1991,5-aminopentanoate:2-oxoglutarate aminotransferase,metabolic,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,C_cy,0,0,,,m1845[C_cy] + m51[C_cy] <=> m1846[C_cy] + m50[C_cy]
R1993,D-glucosamine transport via diffusion,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1810[C_cy] <=> m1847[C_ex]
R1997,(R)-3-Hydroxybutanoate:NAD+ oxidoreductase,metabolic,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,C_cy,0,0,,,m122[C_cy] + m1848[C_cy] <=> m123[C_cy] + m1821[C_cy]
R200,ceramide-1 hydroxylase (26C),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_er,0,0,,,m102[C_er] + m103[C_er] + m387[C_er] + m391[C_er] --> m104[C_er] + m389[C_er] + m392[C_er]
R2000,D-Gluconate:NADP+ 5-oxidoreductase,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_cy,0,0,,,m10[C_cy] + m1852[C_cy] + m40[C_cy] --> m1724[C_cy] + m41[C_cy]
R2007,3-oxalomalate glyoxylate-lyase (oxaloacetate-forming),metabolic,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,C_cy,0,0,,,3.0 m10[C_cy] + m1857[C_cy] <=> m271[C_cy] + m328[C_cy]
R201,ceramide-1 hydroxylase (26C),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_er,0,0,,,m102[C_er] + m103[C_er] + m387[C_er] + m391[C_er] --> m104[C_er] + m389[C_er] + m393[C_er]
R2019,Gly-Asp transport via proton antiport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1869[C_ex] + m342[C_ex] <=> m10[C_cy] + m1870[C_cy]
R2020,Gly-Asp transport via proton antiport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_va",0,0,,,m10[C_cy] + m1870[C_cy] <=> m1007[C_va] + m1871[C_va]
R2021,cytosol nonspecific dipeptidase,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_va,0,0,,,m1384[C_va] + m1871[C_va] --> m1067[C_va] + m1863[C_va]
R2027,Gly-glu transport via proton antiport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1860[C_ex] + m342[C_ex] <=> m10[C_cy] + m1861[C_cy]
R2028,Gly-glu transport via proton antiport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_va",0,0,,,m10[C_cy] + m1861[C_cy] <=> m1007[C_va] + m1862[C_va]
R2029,cytosol nonspecific dipeptidase,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_va,0,0,,,m1384[C_va] + m1862[C_va] --> m1071[C_va] + m1863[C_va]
R2030,Glycine transport (vacuole),transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_va",0,0,,,m10[C_cy] + m272[C_cy] <=> m1007[C_va] + m1863[C_va]
R2032,Ala-Gly transport via proton antiport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1876[C_ex] <=> m1877[C_cy]
R2033,Ala-Gly transport via proton antiport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_va",0,0,,,m1877[C_cy] <=> m1878[C_va]
R2034,cytosol nonspecific dipeptidase,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_va,0,0,,,m1384[C_va] + m1878[C_va] --> m1863[C_va] + m1879[C_va]
R2035,L-alanine transport (vacuole),transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_va",0,0,,,m114[C_cy] <=> m1879[C_va]
R2037,Gly-Pro transport via proton antiport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1864[C_ex] + m342[C_ex] <=> m10[C_cy] + m1865[C_cy]
R2038,Gly-Pro transport via proton antiport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_va",0,0,,,m10[C_cy] + m1865[C_cy] <=> m1007[C_va] + m1866[C_va]
R2039,cytosol nonspecific dipeptidase,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_va,0,0,,,m1384[C_va] + m1866[C_va] --> m1863[C_va] + m1867[C_va]
R2040,proline transport (vacuole),transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_va",0,0,,,m10[C_cy] + m765[C_cy] <=> m1007[C_va] + m1867[C_va]
R2044,fatty acid transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1395[C_cy] <=> m1885[C_ex]
R2045,Reaction,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_ex,0,0,,,m1055[C_ex] + m1885[C_ex] --> m1133[C_ex]
R2046,Reaction,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_go,0,0,,,m1265[C_go] + m290[C_go] <=> m1327[C_go]
R2047,1D-myo-inositol 1-phosphate transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_go",0,0,,,m813[C_cy] <=> m1886[C_go]
R2048,Reaction,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_go,0,0,,,m1327[C_go] + m1886[C_go] + 2.0 m293[C_go] <=> m1314[C_go] + m835[C_go]
R2049,phosphatidylcholine transport,transport,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,"C_cy,C_go",0,0,,,m1894[C_go] <=> m1397[C_cy]
R2052,phosphatidyl-L-serine transport,transport,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,"C_cy,C_en",0,0,,,m1396[C_cy] <=> m1663[C_en]
R2058,glyoxylate/hydroxypyruvate reductase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m1815[C_cy] <=> m1890[C_cy]
R2059,glucose 1-dehydrogenase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m295[C_cy] <=> m1891[C_cy]
R206,ceramide-3 synthase (24C),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_er,0,0,,,m102[C_er] + m103[C_er] + m387[C_er] + m388[C_er] --> m104[C_er] + m389[C_er] + m397[C_er]
R2060,Magnesium transport,transport,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,"C_cy,C_ex",0,0,,,m1892[C_ex] <=> m1893[C_cy]
R207,ceramide-3 synthase (26C),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_er,0,0,,,m102[C_er] + m103[C_er] + m387[C_er] + m392[C_er] --> m104[C_er] + m389[C_er] + m398[C_er]
R2071,Indole-3-acetaldehyde:NAD+ oxidoreductase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m122[C_cy] + m2042[C_cy] + m32[C_cy] --> m123[C_cy] + m1259[C_cy]
R2072,3-(indol-3-yl)pyruvate carboxy-lyase [(2-indol-3-yl)acetaldehyde-forming],metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_cy,0,0,,,m10[C_cy] + m2044[C_cy] --> m2042[C_cy] + m82[C_cy]
R2073,L-Tryptophan:2-oxoglutarate aminotransferase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m51[C_cy] + m772[C_cy] --> m2044[C_cy] + m50[C_cy]
R208,ceramide-4 synthase (24C),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_er,0,0,,,m102[C_er] + m103[C_er] + m387[C_er] + m397[C_er] --> m104[C_er] + m389[C_er] + m399[C_er]
R2080,ATP:ethanolamine O-phosphotransferase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m141[C_cy] + m508[C_cy] --> 2.0 m10[C_cy] + m143[C_cy] + m509[C_cy]
R2082,"3-Methylbutanoyl-CoA:(acceptor) 2,3-oxidoreductase",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,4.0 m10[C_cy] + m2049[C_cy] + m528[C_cy] --> m1048[C_cy] + m2050[C_cy]
R2083,3-Methylcrotonyl-CoA transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m1831[C_mi] <=> m2050[C_cy]
R2084,3-Methylbutanoyl-CoA transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m1828[C_mi] <=> 4.0 m10[C_cy] + m2049[C_cy]
R209,ceramide-4 synthase (26C),metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_er,0,0,,,m102[C_er] + m103[C_er] + m387[C_er] + m398[C_er] --> m104[C_er] + m389[C_er] + m400[C_er]
R2096,"3,4-Dihydroxyphenylacetaldehyde:NAD+ oxidoreductase",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m122[C_cy] + m1952[C_cy] + m32[C_cy] --> m10[C_cy] + m123[C_cy] + m1950[C_cy]
R2099,"3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m122[C_cy] + m1958[C_cy] + m32[C_cy] --> m10[C_cy] + m123[C_cy] + m1956[C_cy]
R21,2-isopropylmalate synthase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m32[C_cy] + m67[C_cy] + m68[C_cy] --> m66[C_cy] + m69[C_cy]
R2101,Dolichyl phosphate D-mannose transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m502[C_er] <=> m1960[C_cy]
R2106,UDP-N-Acetyl-D-glucosamine:dolichyl-phosphate N-Acetyl-D-glucosamine phosphotransferase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_er,0,0,,,m1965[C_er] + m503[C_er] <=> m1967[C_er] + m1968[C_er]
R2107,UDP-N-acetyl-alpha-D-glucosamine transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m1965[C_er] <=> m1964[C_cy]
R2108,UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m10[C_cy] + m439[C_cy] + m878[C_cy] --> m1964[C_cy] + m203[C_cy]
R2110,UMP transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m149[C_cy] <=> 2.0 m102[C_er] + m1967[C_er]
R2111,UDP transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m11[C_cy] <=> 3.0 m102[C_er] + m1966[C_er]
R2114,3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m122[C_cy] + m1974[C_cy] --> m10[C_cy] + m123[C_cy] + m1975[C_cy]
R2115,(S)-3-Hydroxyisobutyryl-CoA hydrolase,metabolic,other,reachable but blocked (loop/stoichiometry),False,0.0,1000.0,C_cy,0,0,,,m1973[C_cy] + m32[C_cy] --> m10[C_cy] + m1974[C_cy] + m69[C_cy]
R2116,(S)-3-Hydroxyisobutyryl-CoA hydro-lyase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m1972[C_cy] + m32[C_cy] --> m1973[C_cy]
R2117,"2-methylpropanoyl-CoA:(acceptor) 2,3-oxidoreductase",transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m1971[C_cy] + m528[C_cy] <=> m1972[C_cy] + m566[C_mi]
R2118,2-Methylpropanoyl-CoA transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_mi",0,0,,,m1829[C_mi] <=> 4.0 m10[C_cy] + m1971[C_cy]
R212,choline kinase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m141[C_cy] + m404[C_cy] --> m10[C_cy] + m143[C_cy] + m405[C_cy]
R2123,Phenethylamine:oxygen oxidoreductase (deaminating),metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m109[C_cy] + m1977[C_cy] + m32[C_cy] <=> m301[C_cy] + m38[C_cy] + m866[C_cy]
R213,choline phosphate cytididyltransferase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,m405[C_cy] + m406[C_cy] --> m203[C_cy] + m407[C_cy]
R2134,acyl-CoA:sphingosine N-acyltransferase,metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_er,0,0,,,m1984[C_er] + m386[C_er] --> m1985[C_er] + m252[C_er]
R2138,UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_er,0,0,,,m1988[C_er] + m503[C_er] <=> m1966[C_er] + m1989[C_er]
R2139,UDP-glucose transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m1988[C_er] <=> m8[C_cy]
R2140,No name,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m1990[C_cy] + m32[C_cy] <=> m1992[C_cy] + m69[C_cy]
R2141,3-Hydroxypropionyl-CoA hydro-lyase,metabolic,other,reachable but blocked (loop/stoichiometry),True,-1000.0,1000.0,C_cy,0,0,,,m1990[C_cy] <=> m1991[C_cy] + m32[C_cy]
R2142,"propanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",metabolic,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,C_cy,0,0,,,m1970[C_cy] + m528[C_cy] <=> m1048[C_cy] + m1991[C_cy]
R2143,"Inositol phosphorylceramide synthase (ceramide-1, 24C), yeast-specific",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,0.01 m1393[C_cy] + m1980[C_cy] --> 0.01 m1994[C_cy] + 0.01 m1995[C_cy]
R2146,"mannose-inositiol phophorylceramide synthase (ceramide-1, 24C), yeast-specific",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,0.01 m1995[C_cy] + m343[C_cy] --> m10[C_cy] + 0.01 m2001[C_cy] + m268[C_cy]
R2147,mannosylinositol phosphorylceramide A (C24)_C54H106NO16P transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m662[C_er] <=> m2001[C_cy]
R2148,"Inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,0.01 m1393[C_cy] + m1979[C_cy] --> 0.01 m1994[C_cy] + 0.01 m1996[C_cy]
R2149,"mannose-inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,0.01 m1996[C_cy] + m343[C_cy] --> m10[C_cy] + 0.01 m2002[C_cy] + m268[C_cy]
R2150,mannosylinositol phosphorylceramide A (C26)_C56H110NO16P transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m664[C_er] <=> m2002[C_cy]
R2151,"Inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,0.01 m1393[C_cy] + m1982[C_cy] --> 0.01 m1994[C_cy] + 0.01 m1997[C_cy]
R2152,"mannose-inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,0.01 m1997[C_cy] + m343[C_cy] --> m10[C_cy] + 0.01 m2003[C_cy] + m268[C_cy]
R2153,mannosylinositol phosphorylceramide B (C24)_C54H106NO17P transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m667[C_er] <=> m2003[C_cy]
R2154,"Inositol phosphoryceramide synthase (ceramide-2, 26C), yeast-specific",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,0.01 m1393[C_cy] + m1983[C_cy] --> 0.01 m1994[C_cy] + 0.01 m1998[C_cy]
R2155,"mannose-inositol phosphorylceramide synthase (ceramide-2, 26C), yeast-specific",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,0.01 m1998[C_cy] + m343[C_cy] --> m10[C_cy] + 0.01 m2004[C_cy] + m268[C_cy]
R2156,mannosylinositol phosphorylceramide B (C26)_C56H110NO17P transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m668[C_er] <=> m2004[C_cy]
R2157,"Inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,0.01 m1393[C_cy] + m2007[C_cy] --> 0.01 m1994[C_cy] + 0.01 m1999[C_cy]
R2158,Ceramide-3 (Phytosphingosine:n-C24:0OH) trasnport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m397[C_er] <=> m2007[C_cy]
R2159,"mannose-inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific",metabolic,other,reachable but blocked (loop/stoichiometry),True,0.0,1000.0,C_cy,0,0,,,0.01 m1999[C_cy] + m343[C_cy] --> m10[C_cy] + 0.01 m2005[C_cy] + m268[C_cy]
R2160,mannosylinositol phosphorylceramide C (C24)_C54H106NO18P transport,transport,other,reachable but blocked (loop/stoichiometry),False,-1000.0,1000.0,"C_cy,C_er",0,0,,,m669[C_er] <=> m2005[C_cy]
