gene_id,ec_number,mnxr_id,bigg_reaction,kegg_reaction,metacyc_reaction,in_model,missing_metabolites,equation
YALI1A15227g,1.1.1.1,MNXR130031,,,,no,MNXM163325|MNXM169028|MNXM8,1 MNXM10@MNXD1 + 1 MNXM163325@MNXD1 = 1 MNXM169028@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR129497,,,,no,MNXM1,1 MNXM1371363@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM23@MNXD1 + 1 MNXM738702@MNXD1
YALI1A15227g,1.1.1.1,MNXR146250,,,,no,MNXM1|MNXM1105989|MNXM729111|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1105989@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM729111@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130023,,,,no,MNXM1|MNXM146122|MNXM731153|MNXM8,1 MNXM10@MNXD1 + 1 MNXM146122@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM731153@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130057,,,,no,MNXM1|MNXM10213|MNXM20164|MNXM8,1 MNXM10213@MNXD1 + 1 MNXM8@MNXD1 = 1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM20164@MNXD1
YALI1A15227g,1.1.1.1,MNXR130950,,,,no,MNXM165331|MNXM165332|MNXM8,1 MNXM10@MNXD1 + 1 MNXM165332@MNXD1 = 1 MNXM165331@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR149871,,,,no,MNXM277|MNXM730847|MNXM8,1 MNXM10@MNXD1 + 1 MNXM277@MNXD1 = 1 MNXM730847@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130247,,,,no,MNXM1104963|MNXM22008,1 MNXM1104963@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM22008@MNXD1 + 1 MNXM5@MNXD1
YALI1A15227g,1.1.1.1,MNXR131488,,,,no,MNXM1104963|MNXM732912|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1104963@MNXD1 = 1 MNXM732912@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR129432,,,,no,MNXM1|MNXM1108161|MNXM162808|MNXM8,1 MNXM10@MNXD1 + 1 MNXM162808@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1108161@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130019,,,,no,MNXM1|MNXM146122|MNXM30835|MNXM8,1 MNXM10@MNXD1 + 1 MNXM146122@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM30835@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR192032,,,,no,MNXM1|MNXM726449|MNXM734599|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM726449@MNXD1 = 1 MNXM734599@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR111858,,R08306,,no,MNXM1|MNXM3835|MNXM6074|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM3835@MNXD1 = 1 MNXM6074@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR96362,R_BZALDH,R01763,BENZYL-ALC-DEHYDROGENASE-RXN,no,MNXM1|MNXM371|MNXM562|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM371@MNXD1 = 1 MNXM562@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR198676,,,,no,MNXM1|MNXM1107775|MNXM1368736|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1368736@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1107775@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR133789,,,,no,MNXM1104963|MNXM731175|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1104963@MNXD1 = 1 MNXM731175@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130016,,,,no,MNXM1|MNXM169021|MNXM35398|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM35398@MNXD1 = 1 MNXM169021@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130013,,,,no,MNXM1|MNXM1719|MNXM4946|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1719@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM4946@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR131484,,,,no,MNXM165866|MNXM165867|MNXM8,2 MNXM10@MNXD1 + 1 MNXM165866@MNXD1 = 1 MNXM165867@MNXD1 + 2 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR189229,,R10021,R542-RXN,no,MNXM1|MNXM1363755|MNXM1369750|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1363755@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1369750@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR133804,,,,no,MNXM1|MNXM1092472|MNXM44972,1 MNXM1092472@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM44972@MNXD1 + 1 MNXM5@MNXD1
YALI1A15227g,1.1.1.1,MNXR123748,,,RXN66-478,no,MNXM1|MNXM14442|MNXM2712|MNXM8,1 MNXM10@MNXD1 + 1 MNXM14442@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM2712@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130002,,,,no,MNXM1|MNXM30944|MNXM8|MNXM99911,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM99911@MNXD1 = 1 MNXM30944@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130021,,,,no,MNXM1|MNXM117993|MNXM169281|MNXM8,1 MNXM10@MNXD1 + 1 MNXM117993@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM169281@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR109410,,R05234,,no,MNXM1|MNXM5676|MNXM6216|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM6216@MNXD1 = 1 MNXM5676@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130005,,,,no,MNXM1|MNXM116967|MNXM4768|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM4768@MNXD1 = 1 MNXM116967@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR133210,,,,no,MNXM1|MNXM12601|MNXM730613|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM730613@MNXD1 = 1 MNXM12601@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR151007,,R11144,RXN-17409,no,MNXM1|MNXM162429|MNXM734585|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM734585@MNXD1 = 1 MNXM162429@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR131481,,,,no,MNXM169275|MNXM169276|MNXM8,1 MNXM10@MNXD1 + 1 MNXM169275@MNXD1 = 1 MNXM169276@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR146996,,,RXN-12448,no,MNXM1|MNXM728685|MNXM736416|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM736416@MNXD1 = 1 MNXM728685@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR133703,,,,no,MNXM1|MNXM115351|MNXM36623|MNXM8,1 MNXM10@MNXD1 + 1 MNXM115351@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM36623@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR146997,,,,no,MNXM1|MNXM728686|MNXM736420|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM736420@MNXD1 = 1 MNXM728686@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130027,,,,no,MNXM1|MNXM169022|MNXM36620|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM36620@MNXD1 = 1 MNXM169022@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR133796,,,,no,MNXM731527|MNXM738227|MNXM8,1 MNXM10@MNXD1 + 1 MNXM738227@MNXD1 = 1 MNXM731527@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR95724,R_ALCD26xim,R02679,1.1.1.190-RXN,no,MNXM1|MNXM1686|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM518@MNXD1 = 1 MNXM1686@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR147582,,,MEVALDATE-REDUCTASE-RXN,no,MNXM1|MNXM732496|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM732496@MNXD1 = 1 MNXM1105057@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR197321,,,,no,MNXM1|MNXM1368623|MNXM730551|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1368623@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM730551@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR107575,,R02553,CYCLOPENTANOL-DEHYDROGENASE-RXN,no,MNXM1|MNXM1658|MNXM3245|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1658@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM3245@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR95728,R_BTS,R03544,RXN-161,no,MNXM1|MNXM1017|MNXM3230|MNXM8,1 MNXM1017@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM3230@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130017,,,,no,MNXM1|MNXM115579|MNXM56141|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM56141@MNXD1 = 1 MNXM115579@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130030,,,,no,MNXM1|MNXM56141|MNXM8|MNXM99410,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM56141@MNXD1 = 1 MNXM8@MNXD1 + 1 MNXM99410@MNXD1
YALI1A15227g,1.1.1.1,MNXR195660,,,,no,MNXM1107139,1 MNXM1107139@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM734590@MNXD1 + 1 MNXM738702@MNXD1
YALI1A15227g,1.1.1.1,MNXR110652,,R06927,,no,MNXM1|MNXM4910|MNXM4972|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM4972@MNXD1 = 1 MNXM4910@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR180036,,,,no,MNXM457,1 MNXM40333@MNXD1 + 1 MNXM457@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM90@MNXD1
YALI1A15227g,1.1.1.1,MNXR151516,,,,no,MNXM1|MNXM1104088|MNXM730282|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM730282@MNXD1 = 1 MNXM1104088@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130020,,,,no,MNXM1|MNXM116900|MNXM35265|MNXM8,1 MNXM10@MNXD1 + 1 MNXM116900@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM35265@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR134531,,,,no,MNXM5312|MNXM5676,1 MNXM5312@MNXD1 = 1 MNXM5676@MNXD1
YALI1A15227g,1.1.1.1,MNXR131485,,,,no,MNXM156548|MNXM165439|MNXM8,2 MNXM10@MNXD1 + 1 MNXM165439@MNXD1 = 1 MNXM156548@MNXD1 + 2 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR95731,R_ALCDpp,,,no,MNXM1|MNXM601|MNXM765,1 MNXM1108092@MNXD1 + 1 MNXM601@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM75@MNXD1 + 1 MNXM765@MNXD1
YALI1A15227g,1.1.1.1,MNXR95727,R_ALCD3ir,R02377,RXN-13198,no,MNXM1|MNXM6396|MNXM8|MNXM821,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM821@MNXD1 = 1 MNXM6396@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130250,,,,no,MNXM1|MNXM146122|MNXM30835,1 MNXM146122@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM30835@MNXD1 + 1 MNXM5@MNXD1
YALI1A15227g,1.1.1.1,MNXR96365,R_BZDH,R01486,BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN,no,MNXM1|MNXM217|MNXM371|MNXM8|WATER,1 MNXM10@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM217@MNXD1 = 1 MNXM371@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
YALI1A15227g,1.1.1.1,MNXR130026,,,,no,MNXM1|MNXM37461|MNXM8|MNXM99146,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM37461@MNXD1 = 1 MNXM8@MNXD1 + 1 MNXM99146@MNXD1
YALI1A15227g,1.1.1.1,MNXR130018,,,,no,MNXM1|MNXM1719|MNXM730054|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1719@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM730054@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR195659,,R01781,RXN-14023,no,MNXM1107139|MNXM8,1 MNXM10@MNXD1 + 1 MNXM734590@MNXD1 = 1 MNXM1107139@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR95788,R_ALR2,R02528,RXN0-4281,no,MNXM1|MNXM1744,1 MNXM1744@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM310@MNXD1 + 1 MNXM738702@MNXD1
YALI1A15227g,1.1.1.1,MNXR131487,,,,no,MNXM1|MNXM1364446|MNXM1371657|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1364446@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1371657@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130246,,,,no,MNXM1|MNXM116967|MNXM4768,1 MNXM116967@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM4768@MNXD1 + 1 MNXM738702@MNXD1
YALI1A15227g,1.1.1.1,MNXR130006,,,,no,MNXM1|MNXM35398|MNXM8|MNXM99311,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM35398@MNXD1 = 1 MNXM8@MNXD1 + 1 MNXM99311@MNXD1
YALI1A15227g,1.1.1.1,MNXR133418,,,,no,MNXM1|MNXM36674|MNXM36676|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM36674@MNXD1 = 1 MNXM36676@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130249,,,,no,MNXM1104963|MNXM44971,1 MNXM1104963@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM44971@MNXD1 + 1 MNXM5@MNXD1
YALI1A15227g,1.1.1.1,MNXR132940,,,,no,MNXM1|MNXM6396|MNXM821,1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1 + 1 MNXM821@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM6396@MNXD1
YALI1A15227g,1.1.1.1,MNXR131480,,,,no,MNXM167440|MNXM31006|MNXM8,1 MNXM10@MNXD1 + 1 MNXM31006@MNXD1 = 1 MNXM167440@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR133209,,,,no,MNXM1|MNXM22881|MNXM2457|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM22881@MNXD1 = 1 MNXM2457@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR109409,,R05233,,no,MNXM1|MNXM5312|MNXM729378|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM5312@MNXD1 = 1 MNXM729378@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130949,,,,no,MNXM1|MNXM165362|MNXM165363|MNXM8,1 MNXM10@MNXD1 + 1 MNXM165363@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM165362@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR95722,R_ALCD25xim,R02611,RXN-7700,no,MNXM1|MNXM2476|MNXM473|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM473@MNXD1 = 1 MNXM2476@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130015,,,,no,MNXM1|MNXM168971|MNXM36620|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM36620@MNXD1 = 1 MNXM168971@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR111836,,R08281,,no,MNXM1|MNXM10616|MNXM2968|MNXM8,1 MNXM10616@MNXD1 + 1 MNXM8@MNXD1 = 1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM2968@MNXD1
YALI1A15227g,1.1.1.1,MNXR133666,,,,no,MNXM168352|MNXM168353|MNXM8,1 MNXM10@MNXD1 + 1 MNXM168353@MNXD1 = 1 MNXM168352@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR189842,TRETINOLOR1,R02124,RETINOL-DEHYDROGENASE-RXN,no,MNXM1|MNXM1363773|MNXM1364167|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1364167@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1363773@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130008,,,,no,MNXM163325|MNXM168968|MNXM8,1 MNXM10@MNXD1 + 1 MNXM163325@MNXD1 = 1 MNXM168968@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR178102,,,,no,MNXM15794|MNXM491162|MNXM8,1 MNXM10@MNXD1 + 1 MNXM15794@MNXD1 = 1 MNXM491162@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR133820,,,,no,MNXM1|MNXM2459|MNXM6648|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM6648@MNXD1 = 1 MNXM2459@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR132924,,,,no,MNXM1|MNXM8672,1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1 + 1 MNXM8672@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM89612@MNXD1
YALI1A15227g,1.1.1.1,MNXR95725,R_ALCD2x,R00754,ALCOHOL-DEHYDROG-RXN,no,MNXM1|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM75@MNXD1 = 1 MNXM1108092@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR95718,R_ALCD23xim,,RXN-7657,no,MNXM1|MNXM5188|MNXM5189|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM5189@MNXD1 = 1 MNXM5188@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR122007,,,RXN-7706,no,MNXM1|MNXM14592|MNXM6829|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM6829@MNXD1 = 1 MNXM14592@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR115960,,,HEXANOL-RXN,no,MNXM1|MNXM18358|MNXM8|MNXM8718,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM8718@MNXD1 = 1 MNXM18358@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR95712,R_ALCD20y,R01550,ISOPROPANOL-DEHYDROGENASE-NADP+-RXN,no,MNXM1|MNXM3085|MNXM398,1 MNXM1@MNXD1 + 1 MNXM398@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM3085@MNXD1 + 1 MNXM5@MNXD1
YALI1A15227g,1.1.1.1,MNXR134137,,,,no,MNXM163158|MNXM727151|MNXM8,1 MNXM10@MNXD1 + 1 MNXM163158@MNXD1 = 1 MNXM727151@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR110813,,R07105,,no,MNXM1|MNXM3152|MNXM5666|MNXM8|WATER,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM5666@MNXD1 = 1 MNXM3152@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
YALI1A15227g,1.1.1.1,MNXR112092,R_CHOLD3,R08558,RXN-12582,no,MNXM1|MNXM457,1 MNXM1@MNXD1 + 1 MNXM457@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM90@MNXD1
YALI1A15227g,1.1.1.1,MNXR146992,,R00623,,no,MNXM277|MNXM730356|MNXM8,1 MNXM10@MNXD1 + 1 MNXM277@MNXD1 = 1 MNXM730356@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR131479,,,,no,MNXM1|MNXM13002|MNXM33011|MNXM8,1 MNXM10@MNXD1 + 1 MNXM13002@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM33011@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR176427,,,,no,MNXM1|MNXM528008|MNXM681350|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM528008@MNXD1 = 1 MNXM681350@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR151585,,,,no,MNXM730847|MNXM736420|MNXM8,1 MNXM10@MNXD1 + 1 MNXM736420@MNXD1 = 1 MNXM730847@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR195553,R_RDH2,R08382,,no,MNXM1|MNXM1363775|MNXM1364169|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1364169@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1363775@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR94833,R_34DHOXPEGOX,R04880,RXN-10911,yes,,1 MNXM10@MNXD1 + 1 MNXM1633@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM2931@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130009,,,,no,MNXM1|MNXM168969|MNXM35398|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM35398@MNXD1 = 1 MNXM168969@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR165428,,,,no,MNXM1|MNXM1364674|MNXM728684|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1364674@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM728684@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130014,,,,no,MNXM1|MNXM117993|MNXM167445|MNXM8,1 MNXM10@MNXD1 + 1 MNXM117993@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM167445@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR107392,,R02229,CYCLOHEXANOL-DEHYDROGENASE-RXN,no,MNXM1|MNXM3002|MNXM8|MNXM835,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM835@MNXD1 = 1 MNXM3002@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR165427,,,,no,MNXM277|MNXM730353|MNXM8,1 MNXM10@MNXD1 + 1 MNXM277@MNXD1 = 1 MNXM730353@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR103538,R_RE1711C_2,,RXN-10781,no,MNXM1|MNXM1057|MNXM8|MNXM8173,1 MNXM1057@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM8173@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR121802,,,RXN-5424,no,MNXM1|MNXM2936|MNXM8|MNXM8732,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM2936@MNXD1 = 1 MNXM8732@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR147597,,R02577,,no,MNXM1|MNXM1364595|MNXM732881,1 MNXM1364595@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM732881@MNXD1 + 1 MNXM738702@MNXD1
YALI1A15227g,1.1.1.1,MNXR193473,,,RXN-21862,no,MNXM1|MNXM1132500|MNXM31608|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1132500@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM31608@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR114099,,R10783,RXN-1347,no,MNXM1|MNXM1108072|MNXM734892|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM734892@MNXD1 = 1 MNXM1108072@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR95708,R_ALCD1,R00605,METHANOL-DEHYDROGENASE-RXN,no,MNXM1|MNXM729799|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1364673@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM729799@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR130936,,,,no,MNXM165384|MNXM168514|MNXM8,1 MNXM10@MNXD1 + 1 MNXM168514@MNXD1 = 1 MNXM165384@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR146812,r1378,R06983,RXN0-276,yes,,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM741595@MNXD1 = 1 MNXM726277@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR133829,,,,no,MNXM1|MNXM4130|MNXM754|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM754@MNXD1 = 1 MNXM4130@MNXD1 + 1 MNXM8@MNXD1
YALI1A15227g,1.1.1.1,MNXR133713,,,,no,MNXM1|MNXM117518|MNXM36620|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM36620@MNXD1 = 1 MNXM117518@MNXD1 + 1 MNXM8@MNXD1
